date,source,campaign,cost
2020-05-18,vk,lal|727027,374.03
2020-05-18,yandex_direct,gnrl|326308,254.77999999999997
2020-05-18,yandex_direct,gnrl|445275,108.65
2020-05-18,yandex_direct,gnrl|845242,464.08
2020-05-18,yandex_direct,gnrl|863656,401.33
2020-05-18,yandex_direct,gnrl|953233,181.4
2020-05-18,yandex_direct,ret|574813,88.05
2020-05-19,fb,gnrl|755263,267.2
2020-05-19,fb,lal|772023,193.05
2020-05-19,google_ads,lal|487809,385.65999999999997
2020-05-19,yandex_direct,gnrl|326308,114.79
2020-05-19,yandex_direct,gnrl|953233,97.14
2020-05-19,yandex_direct,ret|574813,500.87
2020-05-20,fb,lal|772023,553.3900000000001
2020-05-20,google_ads,lal|487809,373.81
2020-05-20,vk,lal|727027,328.83
2020-05-20,yandex_direct,gnrl|326308,178.13
2020-05-20,yandex_direct,gnrl|445275,381.16999999999996
2020-05-20,yandex_direct,gnrl|845242,601.5
2020-05-20,yandex_direct,gnrl|953233,198.73000000000002
2020-05-20,yandex_direct,ret|574813,311.78
2020-05-21,fb,lal|772023,291.57
2020-05-21,google_ads,lal|487809,344.02
2020-05-21,vk,lal|727027,126.72
2020-05-21,yandex_direct,gnrl|326308,836.05
2020-05-21,yandex_direct,gnrl|445275,267.21
2020-05-21,yandex_direct,gnrl|845242,155.89
2020-05-21,yandex_direct,gnrl|863656,104.09
2020-05-21,yandex_direct,gnrl|953233,208.76
2020-05-21,yandex_direct,ret|574813,149.86
2020-05-22,fb,gnrl|755263,34.67
2020-05-22,fb,lal|772023,402.0
2020-05-22,google_ads,lal|487809,676.94
2020-05-22,yandex_direct,gnrl|326308,163.23000000000002
2020-05-22,yandex_direct,gnrl|445275,256.48
2020-05-22,yandex_direct,gnrl|845242,268.86
2020-05-22,yandex_direct,gnrl|863656,101.73
2020-05-22,yandex_direct,gnrl|953233,39.12
2020-05-22,yandex_direct,ret|574813,127.03
2020-05-23,fb,gnrl|755263,201.78
2020-05-23,fb,lal|772023,469.75
2020-05-23,yandex_direct,gnrl|326308,296.32
2020-05-23,yandex_direct,gnrl|445275,177.46
2020-05-23,yandex_direct,gnrl|845242,427.03000000000003
2020-05-23,yandex_direct,gnrl|863656,128.46
2020-05-23,yandex_direct,gnrl|953233,346.27
2020-05-23,yandex_direct,ret|574813,538.81
2020-05-24,fb,gnrl|755263,104.36
2020-05-24,fb,lal|772023,554.45
2020-05-24,yandex_direct,gnrl|326308,349.51
2020-05-24,yandex_direct,gnrl|445275,183.53
2020-05-24,yandex_direct,gnrl|845242,168.26
2020-05-24,yandex_direct,gnrl|863656,107.64
2020-05-24,yandex_direct,gnrl|953233,256.08000000000004
2020-05-24,yandex_direct,ret|574813,156.99
2020-05-25,fb,gnrl|755263,140.24
2020-05-25,fb,lal|772023,559.72
2020-05-25,google_ads,lal|487809,309.35
2020-05-25,vk,lal|727027,209.37
2020-05-25,yandex_direct,gnrl|326308,429.81
2020-05-25,yandex_direct,gnrl|445275,322.82
2020-05-25,yandex_direct,gnrl|845242,148.92
2020-05-25,yandex_direct,gnrl|863656,317.95000000000005
2020-05-25,yandex_direct,gnrl|953233,177.86
2020-05-25,yandex_direct,ret|574813,378.05999999999995
2020-05-26,fb,gnrl|755263,244.17000000000002
2020-05-26,fb,lal|772023,122.93
2020-05-26,google_ads,lal|487809,266.11
2020-05-26,vk,lal|727027,251.94
2020-05-26,yandex_direct,gnrl|326308,703.99
2020-05-26,yandex_direct,gnrl|445275,334.81
2020-05-26,yandex_direct,gnrl|845242,162.0
2020-05-26,yandex_direct,gnrl|863656,112.31
2020-05-26,yandex_direct,gnrl|953233,216.24
2020-05-26,yandex_direct,ret|574813,251.85000000000002
2020-05-27,fb,gnrl|755263,148.59
2020-05-27,fb,lal|772023,431.94
2020-05-27,google_ads,lal|487809,358.53
2020-05-27,yandex_direct,gnrl|445275,551.41
2020-05-27,yandex_direct,gnrl|845242,289.8
2020-05-27,yandex_direct,gnrl|863656,53.12
2020-05-27,yandex_direct,gnrl|953233,317.63
2020-05-28,fb,lal|772023,424.62
2020-05-28,google_ads,lal|487809,774.82
2020-05-28,vk,lal|727027,125.18
2020-05-28,yandex_direct,gnrl|326308,349.34000000000003
2020-05-28,yandex_direct,gnrl|445275,226.88
2020-05-28,yandex_direct,gnrl|845242,439.9
2020-05-28,yandex_direct,gnrl|863656,226.65
2020-05-28,yandex_direct,gnrl|953233,411.28
2020-05-28,yandex_direct,ret|574813,127.45
2020-05-29,fb,gnrl|755263,258.97
2020-05-29,google_ads,lal|487809,470.13
2020-05-29,vk,lal|727027,173.14
2020-05-29,yandex_direct,gnrl|326308,739.54
2020-05-29,yandex_direct,gnrl|445275,399.55
2020-05-29,yandex_direct,gnrl|845242,276.61
2020-05-29,yandex_direct,gnrl|953233,299.57
2020-05-29,yandex_direct,ret|574813,474.66999999999996
2020-05-30,fb,gnrl|755263,131.29000000000002
2020-05-30,google_ads,lal|487809,207.09
2020-05-30,vk,lal|727027,105.37
2020-05-30,yandex_direct,gnrl|326308,182.34
2020-05-30,yandex_direct,gnrl|445275,290.88
2020-05-30,yandex_direct,gnrl|845242,350.95
2020-05-30,yandex_direct,gnrl|863656,120.83
2020-05-30,yandex_direct,gnrl|953233,88.51
2020-05-30,yandex_direct,ret|574813,759.37
2020-05-31,fb,gnrl|755263,287.98
2020-05-31,fb,lal|772023,844.81
2020-05-31,vk,lal|727027,379.59000000000003
2020-05-31,yandex_direct,gnrl|326308,84.75
2020-05-31,yandex_direct,gnrl|445275,346.62
2020-05-31,yandex_direct,gnrl|863656,139.65
2020-05-31,yandex_direct,gnrl|953233,404.95000000000005
2020-05-31,yandex_direct,ret|574813,484.15
2020-06-01,fb,gnrl|755263,74.38
2020-06-01,fb,lal|772023,890.51
2020-06-01,google_ads,lal|487809,187.01
2020-06-01,vk,lal|727027,223.42
2020-06-01,yandex_direct,gnrl|326308,197.22
2020-06-01,yandex_direct,gnrl|445275,127.88
2020-06-01,yandex_direct,gnrl|845242,130.87
2020-06-01,yandex_direct,gnrl|863656,106.57
2020-06-01,yandex_direct,gnrl|953233,202.45
2020-06-01,yandex_direct,ret|574813,138.46
2020-06-02,fb,gnrl|755263,85.5
2020-06-02,fb,lal|772023,247.02
2020-06-02,google_ads,lal|487809,227.56
2020-06-02,yandex_direct,gnrl|326308,105.3
2020-06-02,yandex_direct,gnrl|845242,543.4599999999999
2020-06-02,yandex_direct,gnrl|863656,449.44000000000005
2020-06-02,yandex_direct,gnrl|953233,69.39
2020-06-02,yandex_direct,ret|574813,102.02
2020-06-03,fb,gnrl|755263,409.49
2020-06-03,fb,lal|772023,203.76
2020-06-03,google_ads,lal|487809,260.58
2020-06-03,vk,lal|727027,149.69
2020-06-03,yandex_direct,gnrl|326308,69.55
2020-06-03,yandex_direct,gnrl|445275,304.77
2020-06-03,yandex_direct,gnrl|845242,1103.8100000000002
2020-06-03,yandex_direct,gnrl|863656,372.99
2020-06-03,yandex_direct,gnrl|953233,76.98
2020-06-03,yandex_direct,ret|574813,322.21000000000004
2020-06-04,fb,gnrl|755263,153.48000000000002
2020-06-04,fb,lal|772023,213.27
2020-06-04,vk,lal|727027,383.35
2020-06-04,yandex_direct,gnrl|326308,37.7
2020-06-04,yandex_direct,gnrl|445275,557.51
2020-06-04,yandex_direct,gnrl|845242,346.27
2020-06-04,yandex_direct,gnrl|863656,445.37
2020-06-04,yandex_direct,gnrl|953233,302.53000000000003
2020-06-04,yandex_direct,ret|574813,370.90999999999997
2020-06-05,fb,gnrl|755263,132.42000000000002
2020-06-05,fb,lal|772023,304.13
2020-06-05,google_ads,lal|487809,739.8499999999999
2020-06-05,vk,lal|727027,255.42000000000002
2020-06-05,yandex_direct,gnrl|326308,134.13
2020-06-05,yandex_direct,gnrl|845242,330.47
2020-06-05,yandex_direct,gnrl|863656,494.37
2020-06-06,fb,gnrl|755263,163.88
2020-06-06,fb,lal|772023,136.2
2020-06-06,google_ads,lal|487809,601.3
2020-06-06,yandex_direct,gnrl|326308,106.01
2020-06-06,yandex_direct,gnrl|445275,251.64
2020-06-06,yandex_direct,gnrl|845242,850.9099999999999
2020-06-06,yandex_direct,gnrl|863656,186.28
2020-06-06,yandex_direct,gnrl|953233,314.85
2020-06-06,yandex_direct,ret|574813,457.65
2020-06-07,fb,gnrl|755263,56.86
2020-06-07,fb,lal|772023,227.27
2020-06-07,vk,lal|727027,901.95
2020-06-07,yandex_direct,gnrl|326308,140.96
2020-06-07,yandex_direct,gnrl|445275,108.38
2020-06-07,yandex_direct,gnrl|845242,476.77
2020-06-07,yandex_direct,gnrl|953233,77.54
2020-06-07,yandex_direct,ret|574813,351.55
2020-06-08,fb,gnrl|755263,90.66
2020-06-08,fb,lal|772023,810.9899999999999
2020-06-08,google_ads,lal|487809,355.27
2020-06-08,vk,lal|727027,259.58
2020-06-08,yandex_direct,gnrl|326308,105.28
2020-06-08,yandex_direct,gnrl|445275,535.22
2020-06-08,yandex_direct,gnrl|845242,461.84
2020-06-08,yandex_direct,gnrl|863656,348.78
2020-06-08,yandex_direct,ret|574813,297.59000000000003
2020-06-09,fb,gnrl|755263,69.79
2020-06-09,fb,lal|772023,205.75
2020-06-09,google_ads,lal|487809,814.6999999999999
2020-06-09,vk,lal|727027,264.04
2020-06-09,yandex_direct,gnrl|326308,186.57999999999998
2020-06-09,yandex_direct,gnrl|445275,122.71
2020-06-09,yandex_direct,gnrl|863656,175.04000000000002
2020-06-09,yandex_direct,ret|574813,212.77
2020-06-10,fb,gnrl|755263,260.83
2020-06-10,fb,lal|772023,364.26
2020-06-10,google_ads,lal|487809,908.3199999999999
2020-06-10,vk,lal|727027,295.23
2020-06-10,yandex_direct,gnrl|326308,378.05999999999995
2020-06-10,yandex_direct,gnrl|845242,205.56
2020-06-10,yandex_direct,gnrl|863656,145.3
2020-06-10,yandex_direct,ret|574813,126.76
2020-06-11,fb,lal|772023,330.58000000000004
2020-06-11,vk,lal|727027,448.05
2020-06-11,yandex_direct,gnrl|326308,271.69
2020-06-11,yandex_direct,gnrl|445275,190.2
2020-06-11,yandex_direct,gnrl|845242,253.67
2020-06-11,yandex_direct,gnrl|863656,357.56
2020-06-11,yandex_direct,gnrl|953233,163.99
2020-06-11,yandex_direct,ret|574813,99.37
2020-06-12,fb,gnrl|755263,80.82
2020-06-12,fb,lal|772023,424.86
2020-06-12,google_ads,lal|487809,195.37
2020-06-12,vk,lal|727027,224.8
2020-06-12,yandex_direct,gnrl|326308,181.39
2020-06-12,yandex_direct,gnrl|445275,272.65
2020-06-12,yandex_direct,gnrl|845242,274.26
2020-06-12,yandex_direct,gnrl|863656,357.80999999999995
2020-06-12,yandex_direct,gnrl|953233,237.43
2020-06-12,yandex_direct,ret|574813,275.35
2020-06-13,fb,gnrl|755263,141.78
2020-06-13,fb,lal|772023,334.71000000000004
2020-06-13,google_ads,lal|487809,383.84000000000003
2020-06-13,yandex_direct,gnrl|445275,212.87
2020-06-13,yandex_direct,gnrl|845242,276.65999999999997
2020-06-13,yandex_direct,gnrl|863656,214.03
2020-06-13,yandex_direct,gnrl|953233,182.99
2020-06-13,yandex_direct,ret|574813,221.89
2020-06-14,fb,gnrl|755263,129.21
2020-06-14,fb,lal|772023,253.60999999999999
2020-06-14,google_ads,lal|487809,645.35
2020-06-14,vk,lal|727027,231.28000000000003
2020-06-14,yandex_direct,gnrl|445275,533.1400000000001
2020-06-14,yandex_direct,gnrl|845242,853.44
2020-06-14,yandex_direct,gnrl|863656,415.25
2020-06-14,yandex_direct,gnrl|953233,124.11
2020-06-15,fb,gnrl|755263,155.2
2020-06-15,fb,lal|772023,371.87
2020-06-15,google_ads,lal|487809,381.65
2020-06-15,vk,lal|727027,178.93
2020-06-15,yandex_direct,gnrl|326308,93.29
2020-06-15,yandex_direct,gnrl|445275,92.73
2020-06-15,yandex_direct,gnrl|845242,373.36
2020-06-15,yandex_direct,gnrl|863656,197.12
2020-06-15,yandex_direct,gnrl|953233,83.74
2020-06-15,yandex_direct,ret|574813,402.33000000000004
2020-06-16,fb,gnrl|755263,77.94
2020-06-16,fb,lal|772023,253.12
2020-06-16,google_ads,lal|487809,177.73
2020-06-16,yandex_direct,gnrl|326308,176.67000000000002
2020-06-16,yandex_direct,gnrl|445275,222.99
2020-06-16,yandex_direct,gnrl|845242,364.83000000000004
2020-06-16,yandex_direct,gnrl|863656,235.09000000000003
2020-06-16,yandex_direct,gnrl|953233,110.42
2020-06-16,yandex_direct,ret|574813,163.86
2020-06-17,fb,gnrl|755263,39.16
2020-06-17,fb,lal|772023,169.28
2020-06-17,google_ads,lal|487809,131.15
2020-06-17,yandex_direct,gnrl|326308,161.59
2020-06-17,yandex_direct,gnrl|445275,384.6
2020-06-17,yandex_direct,gnrl|845242,1083.9
2020-06-17,yandex_direct,gnrl|863656,150.61
2020-06-17,yandex_direct,ret|574813,396.68
2020-06-18,fb,gnrl|755263,75.61
2020-06-18,google_ads,lal|487809,149.73
2020-06-18,vk,lal|727027,655.5500000000001
2020-06-18,yandex_direct,gnrl|326308,488.29
2020-06-18,yandex_direct,gnrl|445275,303.01
2020-06-18,yandex_direct,gnrl|845242,239.51
2020-06-18,yandex_direct,gnrl|863656,64.34
2020-06-18,yandex_direct,gnrl|953233,65.97
2020-06-18,yandex_direct,ret|574813,523.61
2020-06-19,google_ads,lal|487809,194.16
2020-06-19,vk,lal|727027,326.41999999999996
2020-06-19,yandex_direct,gnrl|326308,829.9100000000001
2020-06-19,yandex_direct,gnrl|445275,308.41999999999996
2020-06-19,yandex_direct,gnrl|953233,293.66
2020-06-19,yandex_direct,ret|574813,165.26
2020-06-20,fb,gnrl|755263,67.66
2020-06-20,fb,lal|772023,410.82
2020-06-20,google_ads,lal|487809,598.3
2020-06-20,vk,lal|727027,190.84
2020-06-20,yandex_direct,gnrl|326308,181.23
2020-06-20,yandex_direct,gnrl|445275,450.71000000000004
2020-06-20,yandex_direct,gnrl|845242,261.44
2020-06-20,yandex_direct,gnrl|863656,139.49
2020-06-20,yandex_direct,gnrl|953233,50.53
2020-06-20,yandex_direct,ret|574813,357.32000000000005
2020-06-21,fb,gnrl|755263,93.31
2020-06-21,fb,lal|772023,361.17
2020-06-21,vk,lal|727027,127.35
2020-06-21,yandex_direct,gnrl|326308,44.1
2020-06-21,yandex_direct,gnrl|445275,483.43
2020-06-21,yandex_direct,gnrl|845242,772.79
2020-06-21,yandex_direct,gnrl|863656,309.5
2020-06-21,yandex_direct,gnrl|953233,129.56
2020-06-21,yandex_direct,ret|574813,134.11
2020-06-22,fb,lal|772023,431.76
2020-06-22,google_ads,lal|487809,257.28
2020-06-22,vk,lal|727027,291.68
2020-06-22,yandex_direct,gnrl|326308,256.69
2020-06-22,yandex_direct,gnrl|845242,623.6300000000001
2020-06-22,yandex_direct,gnrl|863656,452.83000000000004
2020-06-22,yandex_direct,gnrl|953233,121.11
2020-06-22,yandex_direct,ret|574813,124.27
2020-06-23,fb,lal|772023,458.22
2020-06-23,google_ads,lal|487809,303.76
2020-06-23,yandex_direct,gnrl|326308,211.0
2020-06-23,yandex_direct,gnrl|445275,191.6
2020-06-23,yandex_direct,gnrl|845242,662.23
2020-06-23,yandex_direct,gnrl|863656,96.06
2020-06-23,yandex_direct,gnrl|953233,83.8
2020-06-24,fb,gnrl|755263,212.59
2020-06-24,fb,lal|772023,428.0
2020-06-24,vk,lal|727027,227.70000000000002
2020-06-24,yandex_direct,gnrl|326308,162.45999999999998
2020-06-24,yandex_direct,gnrl|445275,122.84
2020-06-24,yandex_direct,gnrl|845242,120.93
2020-06-24,yandex_direct,gnrl|863656,194.17000000000002
2020-06-24,yandex_direct,ret|574813,392.52
2020-06-25,fb,gnrl|755263,62.85
2020-06-25,fb,lal|772023,1013.3199999999999
2020-06-25,google_ads,lal|487809,744.8100000000001
2020-06-25,vk,lal|727027,293.58
2020-06-25,yandex_direct,gnrl|445275,88.23
2020-06-25,yandex_direct,gnrl|863656,269.36
2020-06-25,yandex_direct,gnrl|953233,416.52
2020-06-25,yandex_direct,ret|574813,361.62
2020-06-26,fb,gnrl|755263,144.69
2020-06-26,fb,lal|772023,678.99
2020-06-26,google_ads,lal|487809,424.1
2020-06-26,vk,lal|727027,173.45
2020-06-26,yandex_direct,gnrl|326308,205.95
2020-06-26,yandex_direct,gnrl|445275,403.07
2020-06-26,yandex_direct,gnrl|845242,1582.11
2020-06-26,yandex_direct,gnrl|863656,162.47
2020-06-27,fb,gnrl|755263,18.32
2020-06-27,fb,lal|772023,665.98
2020-06-27,google_ads,lal|487809,283.77
2020-06-27,vk,lal|727027,107.57
2020-06-27,yandex_direct,gnrl|445275,152.78
2020-06-27,yandex_direct,gnrl|845242,322.33
2020-06-27,yandex_direct,gnrl|863656,110.79
2020-06-27,yandex_direct,gnrl|953233,379.77000000000004
2020-06-27,yandex_direct,ret|574813,286.96999999999997
2020-06-28,fb,gnrl|755263,199.72
2020-06-28,fb,lal|772023,191.24
2020-06-28,google_ads,lal|487809,320.65
2020-06-28,yandex_direct,gnrl|326308,231.03
2020-06-28,yandex_direct,gnrl|445275,856.4200000000001
2020-06-28,yandex_direct,gnrl|845242,598.46
2020-06-28,yandex_direct,gnrl|953233,197.4
2020-06-28,yandex_direct,ret|574813,510.26
2020-06-29,fb,gnrl|755263,161.44
2020-06-29,fb,lal|772023,649.02
2020-06-29,google_ads,lal|487809,173.2
2020-06-29,vk,lal|727027,581.78
2020-06-29,yandex_direct,gnrl|326308,97.28
2020-06-29,yandex_direct,gnrl|445275,172.41
2020-06-29,yandex_direct,gnrl|845242,380.21000000000004
2020-06-29,yandex_direct,gnrl|863656,191.53
2020-06-29,yandex_direct,gnrl|953233,79.34
2020-06-29,yandex_direct,ret|574813,189.09
2020-06-30,fb,gnrl|755263,77.45
2020-06-30,fb,lal|772023,191.76
2020-06-30,google_ads,lal|487809,308.78999999999996
2020-06-30,vk,lal|727027,284.52
2020-06-30,yandex_direct,gnrl|326308,285.15000000000003
2020-06-30,yandex_direct,gnrl|445275,134.0
2020-06-30,yandex_direct,gnrl|845242,285.86
2020-06-30,yandex_direct,gnrl|863656,227.63
2020-06-30,yandex_direct,gnrl|953233,195.69
2020-06-30,yandex_direct,ret|574813,141.55
2020-07-01,fb,gnrl|755263,206.07999999999998
2020-07-01,fb,lal|772023,178.57
2020-07-01,google_ads,lal|487809,388.25
2020-07-01,vk,lal|727027,315.98
2020-07-01,yandex_direct,gnrl|326308,176.56
2020-07-01,yandex_direct,gnrl|445275,101.98
2020-07-01,yandex_direct,gnrl|845242,200.81
2020-07-01,yandex_direct,gnrl|863656,340.69
2020-07-01,yandex_direct,gnrl|953233,190.94
2020-07-01,yandex_direct,ret|574813,344.35
2020-07-02,fb,gnrl|755263,154.93
2020-07-02,fb,lal|772023,191.64
2020-07-02,google_ads,lal|487809,140.34
2020-07-02,vk,lal|727027,101.55
2020-07-02,yandex_direct,gnrl|445275,515.39
2020-07-02,yandex_direct,gnrl|845242,596.82
2020-07-02,yandex_direct,gnrl|953233,58.2
2020-07-02,yandex_direct,ret|574813,145.81
2020-07-03,fb,gnrl|755263,186.9
2020-07-03,fb,lal|772023,458.11999999999995
2020-07-03,google_ads,lal|487809,476.5
2020-07-03,vk,lal|727027,145.69
2020-07-03,yandex_direct,gnrl|326308,98.26
2020-07-03,yandex_direct,gnrl|445275,127.52
2020-07-03,yandex_direct,gnrl|845242,168.05
2020-07-03,yandex_direct,gnrl|953233,86.93
2020-07-04,fb,lal|772023,556.0400000000001
2020-07-04,google_ads,lal|487809,338.66
2020-07-04,vk,lal|727027,244.78
2020-07-04,yandex_direct,gnrl|326308,220.06
2020-07-04,yandex_direct,gnrl|445275,290.77
2020-07-04,yandex_direct,gnrl|845242,346.82
2020-07-04,yandex_direct,gnrl|863656,584.59
2020-07-04,yandex_direct,gnrl|953233,184.13
2020-07-04,yandex_direct,ret|574813,256.42
2020-07-05,fb,gnrl|755263,70.64
2020-07-05,google_ads,lal|487809,129.19
2020-07-05,vk,lal|727027,99.02
2020-07-05,yandex_direct,gnrl|326308,402.32
2020-07-05,yandex_direct,gnrl|845242,185.69
2020-07-05,yandex_direct,gnrl|863656,429.7
2020-07-05,yandex_direct,ret|574813,573.14
2020-07-06,fb,gnrl|755263,159.46
2020-07-06,fb,lal|772023,203.14
2020-07-06,google_ads,lal|487809,525.34
2020-07-06,vk,lal|727027,271.39
2020-07-06,yandex_direct,gnrl|326308,375.32000000000005
2020-07-06,yandex_direct,gnrl|445275,160.39
2020-07-06,yandex_direct,gnrl|845242,562.95
2020-07-06,yandex_direct,gnrl|863656,149.13
2020-07-06,yandex_direct,ret|574813,494.23
2020-07-07,fb,gnrl|755263,395.32000000000005
2020-07-07,fb,lal|772023,181.01
2020-07-07,vk,lal|727027,533.73
2020-07-07,yandex_direct,gnrl|326308,183.01
2020-07-07,yandex_direct,gnrl|845242,228.32
2020-07-07,yandex_direct,gnrl|863656,187.46
2020-07-07,yandex_direct,ret|574813,132.07
2020-07-08,fb,gnrl|755263,343.84000000000003
2020-07-08,fb,lal|772023,312.26
2020-07-08,google_ads,lal|487809,535.27
2020-07-08,vk,lal|727027,234.0
2020-07-08,yandex_direct,gnrl|326308,235.05
2020-07-08,yandex_direct,gnrl|445275,932.04
2020-07-08,yandex_direct,gnrl|845242,529.94
2020-07-08,yandex_direct,gnrl|863656,92.21
2020-07-08,yandex_direct,gnrl|953233,374.76
2020-07-09,fb,gnrl|755263,312.71000000000004
2020-07-09,fb,lal|772023,264.1
2020-07-09,google_ads,lal|487809,164.48
2020-07-09,vk,lal|727027,164.92
2020-07-09,yandex_direct,gnrl|326308,87.01
2020-07-09,yandex_direct,gnrl|445275,116.04
2020-07-09,yandex_direct,gnrl|863656,186.23
2020-07-09,yandex_direct,gnrl|953233,127.44
2020-07-09,yandex_direct,ret|574813,67.89
2020-07-10,fb,gnrl|755263,84.15
2020-07-10,fb,lal|772023,574.29
2020-07-10,vk,lal|727027,293.03999999999996
2020-07-10,yandex_direct,gnrl|845242,239.56
2020-07-10,yandex_direct,gnrl|953233,23.51
2020-07-10,yandex_direct,ret|574813,427.9
2020-07-11,google_ads,lal|487809,378.9
2020-07-11,vk,lal|727027,278.0
2020-07-11,yandex_direct,gnrl|326308,282.0
2020-07-11,yandex_direct,gnrl|845242,192.49
2020-07-11,yandex_direct,gnrl|863656,287.46
2020-07-11,yandex_direct,gnrl|953233,82.88
2020-07-11,yandex_direct,ret|574813,250.98000000000002
2020-07-12,fb,gnrl|755263,241.39999999999998
2020-07-12,fb,lal|772023,358.94
2020-07-12,google_ads,lal|487809,258.96
2020-07-12,vk,lal|727027,89.01
2020-07-12,yandex_direct,gnrl|326308,100.67
2020-07-12,yandex_direct,gnrl|445275,295.69
2020-07-12,yandex_direct,gnrl|845242,658.8599999999999
2020-07-12,yandex_direct,gnrl|863656,102.74
2020-07-12,yandex_direct,gnrl|953233,46.41
2020-07-12,yandex_direct,ret|574813,228.36
2020-07-13,fb,gnrl|755263,82.7
2020-07-13,fb,lal|772023,892.3599999999999
2020-07-13,google_ads,lal|487809,305.47
2020-07-13,vk,lal|727027,703.2400000000001
2020-07-13,yandex_direct,gnrl|326308,349.48
2020-07-13,yandex_direct,gnrl|445275,392.80999999999995
2020-07-13,yandex_direct,gnrl|845242,150.45
2020-07-13,yandex_direct,gnrl|863656,206.48000000000002
2020-07-13,yandex_direct,gnrl|953233,39.66
2020-07-13,yandex_direct,ret|574813,502.6700000000001
2020-07-14,fb,gnrl|755263,227.05
2020-07-14,fb,lal|772023,532.94
2020-07-14,google_ads,lal|487809,176.42
2020-07-14,vk,lal|727027,312.68
2020-07-14,yandex_direct,gnrl|445275,98.65
2020-07-14,yandex_direct,gnrl|845242,340.91999999999996
2020-07-14,yandex_direct,gnrl|863656,202.82
2020-07-14,yandex_direct,gnrl|953233,171.88
2020-07-15,fb,gnrl|755263,46.99
2020-07-15,fb,lal|772023,161.89
2020-07-15,google_ads,lal|487809,205.0
2020-07-15,vk,lal|727027,285.53000000000003
2020-07-15,yandex_direct,gnrl|326308,231.25
2020-07-15,yandex_direct,gnrl|845242,328.43
2020-07-15,yandex_direct,gnrl|953233,328.23
2020-07-15,yandex_direct,ret|574813,164.3
2020-07-16,fb,gnrl|755263,130.42000000000002
2020-07-16,fb,lal|772023,703.9499999999999
2020-07-16,google_ads,lal|487809,586.26
2020-07-16,vk,lal|727027,109.12
2020-07-16,yandex_direct,gnrl|326308,315.86
2020-07-16,yandex_direct,gnrl|445275,83.71
2020-07-16,yandex_direct,gnrl|845242,393.9
2020-07-16,yandex_direct,gnrl|863656,132.88
2020-07-16,yandex_direct,gnrl|953233,126.47
2020-07-16,yandex_direct,ret|574813,312.96
2020-07-17,fb,gnrl|755263,70.76
2020-07-17,fb,lal|772023,445.03999999999996
2020-07-17,vk,lal|727027,371.19
2020-07-17,yandex_direct,gnrl|326308,200.52
2020-07-17,yandex_direct,gnrl|445275,670.5999999999999
2020-07-17,yandex_direct,gnrl|845242,341.32
2020-07-17,yandex_direct,gnrl|863656,127.62
2020-07-17,yandex_direct,gnrl|953233,249.33
2020-07-18,fb,gnrl|755263,218.64000000000001
2020-07-18,fb,lal|772023,587.64
2020-07-18,google_ads,lal|487809,403.96000000000004
2020-07-18,vk,lal|727027,185.73
2020-07-18,yandex_direct,gnrl|326308,418.51
2020-07-18,yandex_direct,gnrl|445275,328.78
2020-07-18,yandex_direct,gnrl|845242,167.89
2020-07-18,yandex_direct,gnrl|863656,293.74
2020-07-18,yandex_direct,gnrl|953233,183.13
2020-07-18,yandex_direct,ret|574813,489.14
2020-07-19,fb,gnrl|755263,67.96
2020-07-19,fb,lal|772023,48.73
2020-07-19,google_ads,lal|487809,553.5500000000001
2020-07-19,yandex_direct,gnrl|326308,74.95
2020-07-19,yandex_direct,gnrl|445275,45.78
2020-07-19,yandex_direct,gnrl|863656,308.97
2020-07-19,yandex_direct,gnrl|953233,178.97
2020-07-19,yandex_direct,ret|574813,183.57
2020-07-20,fb,gnrl|755263,108.05000000000001
2020-07-20,google_ads,lal|487809,441.03999999999996
2020-07-20,vk,lal|727027,578.38
2020-07-20,yandex_direct,gnrl|445275,151.47
2020-07-20,yandex_direct,gnrl|845242,117.41
2020-07-20,yandex_direct,gnrl|863656,106.68
2020-07-20,yandex_direct,gnrl|953233,390.36
2020-07-20,yandex_direct,ret|574813,468.67999999999995
2020-07-21,fb,lal|772023,696.48
2020-07-21,google_ads,lal|487809,702.96
2020-07-21,vk,lal|727027,430.39
2020-07-21,yandex_direct,gnrl|326308,396.08000000000004
2020-07-21,yandex_direct,gnrl|445275,461.72
2020-07-21,yandex_direct,gnrl|863656,233.66
2020-07-21,yandex_direct,gnrl|953233,316.51
2020-07-21,yandex_direct,ret|574813,229.9
2020-07-22,fb,gnrl|755263,171.37
2020-07-22,google_ads,lal|487809,433.75
2020-07-22,vk,lal|727027,414.25
2020-07-22,yandex_direct,gnrl|326308,850.7900000000001
2020-07-22,yandex_direct,gnrl|445275,268.21999999999997
2020-07-22,yandex_direct,gnrl|845242,378.97
2020-07-22,yandex_direct,ret|574813,749.02
2020-07-23,fb,gnrl|755263,320.35
2020-07-23,fb,lal|772023,131.67
2020-07-23,google_ads,lal|487809,294.82
2020-07-23,vk,lal|727027,296.32000000000005
2020-07-23,yandex_direct,gnrl|326308,374.88
2020-07-23,yandex_direct,gnrl|445275,310.01
2020-07-23,yandex_direct,gnrl|845242,928.1
2020-07-23,yandex_direct,gnrl|863656,267.42
2020-07-23,yandex_direct,gnrl|953233,53.43
2020-07-23,yandex_direct,ret|574813,93.65
2020-07-24,fb,gnrl|755263,83.72
2020-07-24,fb,lal|772023,520.83
2020-07-24,google_ads,lal|487809,599.38
